IID;IPROD;IDESC;IADJ;IRCT;IISS;IOPB;IYISS;IYTDU;IYSLS;IMSLS;ICLAS;IUMS;IUMP;IUMCN;IITYP;ILEAD;IVEND;IVEN2;ICUSA;IPRDA;IMIN;ILDTE;ILIST;ISCST;IACST;IFCST;ILEVL;IONOD;IDISC;INSEQ;ITSEQ;ICYC;IDRAW;IMTDU;IMRP;IACT;IORDP;IYRCT;ILOTS;IYADJ;IMCOS;IYCOS;IMUST;IORDC;IAVEU;IDSCE;IWGHT;IABBT;IABC;IPFDV;IPACK;ILABL;IDRF;ICLNG;ICWID;IPITM;ISITM;IBUYC;IFENO;IUMR;IUMRC;IFII;TAXC1;SAFLG;IIOQ;IBTCH;IYUSE;ICYCF;IPERS;ISTYL;IPODY;ITFDY;ICST1;ICST2;ICST3;ICST4;ICST5;ICST6;ICST7;ICST8;ICST9;ICSP1;ICSP2;ICSP3;ICSP4;ICSP5;ICSP6;ICSP7;ICSP8;ICSP9;ICFT1;ICFT2;ICFT3;ICFT4;ICFT5;ICFT6;ICFT7;ICFT8;ICFT9;ICFP1;ICFP2;ICFP3;ICFP4;ICFP5;ICFP6;ICFP7;ICFP8;ICFP9;ICAT1;ICAT2;ICAT3;ICAT4;ICAT5;ICAT6;ICAT7;ICAT8;ICAT9;ICAP1;ICAP2;ICAP3;ICAP4;ICAP5;ICAP6;ICAP7;ICAP8;ICAP9;ISCT1;ISCT2;ISCT3;ISCT4;ISCT5;ISCT6;ISCT7;ISCT8;ISCT9;ISCP1;ISCP2;ISCP3;ISCP4;ISCP5;ISCP6;ISCP7;ISCP8;ISCP9;IFRFG;ISACT;IUMAT;IVULI;IVULP;INCCFG;IWHS;ISOFL;ILCC;IJIT;IUNCN;IMAXR;IMINR;IPCTK;IGTEC;IMAXP;IMTDP;IYTDP;ITGQY;IARRT;IMXIN;IDMTF;IDMC1;IDMC2;IMBHD;IMBDY;IDLTR;IMQDY;IMBWT;IMPOT;IMUSC;IMUMB;IMUMA;IPURC;IMSUM;IBUSY;IDSCR;IMPSD;ILOC;IMCOM;IGLNO;IFCI;CXRCID;CXCLAS;CXPDIV;CXPPLC;CXPGAC;CXATLC;CXMFIN;CXMKSI;CXLCFP;CXTFSR;CXPDV1;CXFRC1;CXFRC2;CXFRC3;CXFRC4;CXFRC5;CXCUSC;CXEXCC;CXSCCI;CXBRCD;WID;WPROD;WWHS;WADJ;WRCT;WISS;WOPB;WOWRK;WCUSA;WSAL;WSDL;WCLAS;WPFDV;WMTDC;WYTDC;WYSDL;WYSAL;WBUYC;WORDP;WLOTS;WIOQ;WMIN;WSTDC;WACTC;WFSTC;WLEAD;WMRP;WIACT;WILOC;WPCTK;WMAXR;WMINR;WMTDP;WYTDP;WTGQY;WARRT;WMXIN;WDMTF;WDMC1;WDMC2;WMBHD;WMBDY;WDLTR;WPURC;WMPSD;LID;LWHS;LDESC;LLDTE;LYSLS;LYCOS;LSL01;LSL02;LSL03;LSL04;LSL05;LSL06;LSL07;LSL08;LSL09;LSL10;LSL11;LSL12;LLYSL;LMSLS;LADD1;LADD2;LADD3;LCOUN;LPHON;LALWH;LPOAS;LLYCS;LMCOS;LYC01;LYC02;LYC03;LYC04;LYC05;LYC06;LYC07;LYC08;LYC09;LYC10;LYC11;LYC12;LNETW;LOUTQ;WMCOMP;LALLO;LSWHS;WMNCST;LFXSHP;LFRFG;WMFAC;WMRCVR;WMDYP;WMDYM;WMTYP;WMTYM;WMAUTO;WMRLOC;WMZFLG
IM;8915002043     ;WARNING SIGN                  ;0;0;0;0;0;0;0;0;da;EA;EA;1;1;0;3206;0;0;0;0;20210816;2,4;1,936;1,75;0;0;0;c6;0;14;0;R              ;0; ;Y; ;0;1;0;0;0;N;0;0;                              ;0,005;       ; ;10  ;0;0;    ;0;0;               ;               ; ;0;EA;1;   ;21   ;1;0;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;01; ;0; ;0;0;0;0;83100000          ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ; ; ; ; ;      ;da;                        ;   ;CX;da;MR ;MRS;LPPA;LPPA;N;N;3;0;L ;LPPA;    ;    ;    ;LPPA;          ;  ;N;  ;WI;8915002043     ;01;0;0;0;0;0;0;0;0;da;10  ;0;0;0;0; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;01;EPIROC SPAIN                  ;20220630;17317333,3;13237834,71;2153641,42;4513670,66;3499936,72;3218670,75;3931413,75;4437938,94;3528645,83;3484470,57;2373999,33;2184208,24;3040420,37;3841010,94;12371423;5296554,92;AV JOSE GARATE, 3             ;                              ;COSLADA (MADRID)              ;ES  ;919908509      ;Y;28823    ;8254950,71;4209111,99;1400708,14;3695716,08;2605802,27;2403953,95;3131654,27;3185201,08;2473683,02;2444939,12;1589198,52;1382062,42;2074986,89;2406361,31;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0;0;      ; 
IM;8915002141     ;MANDATORY AC                  ;0;0;0;0;0;0;0;0;a6;EA;EA;1;1;0;3206;0;0;0;0;20210701;3,2;2,579;2,33;0;0;0;ar;0;6;0;R              ;0; ;Y; ;0;1;0;0;0;N;0;0;                              ;0,012;       ; ;30  ;0;0;    ;0;0;               ;               ; ;0;EA;1;   ;21   ;1;0;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;01; ;0; ;0;0;0;0;83100000          ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ; ; ; ; ;      ;a6;                        ;   ;CX;a6;MR ;MRS;SOPA;SOPA;N;N;3;0;S ;SOPA;    ;    ;    ;SOPA;          ;  ;N;  ;WI;8915002141     ;01;0;0;0;0;0;0;0;0;a6;30  ;0;0;0;0; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;01;EPIROC SPAIN                  ;20220630;17317333,3;13237834,71;2153641,42;4513670,66;3499936,72;3218670,75;3931413,75;4437938,94;3528645,83;3484470,57;2373999,33;2184208,24;3040420,37;3841010,94;12371423;5296554,92;AV JOSE GARATE, 3             ;                              ;COSLADA (MADRID)              ;ES  ;919908509      ;Y;28823    ;8254950,71;4209111,99;1400708,14;3695716,08;2605802,27;2403953,95;3131654,27;3185201,08;2473683,02;2444939,12;1589198,52;1382062,42;2074986,89;2406361,31;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0;0;      ; 
IM;9128734400     ;BUSHING                       ;0;0;0;2;8;0;0;0;dy;EA;EA;1;1;0;3206;0;0;0;0;20220630;380,21;205,223;199,25;0;0;0;as;0;69;0;R              ;0; ;Y; ;8;1;0;0;0;N;0;8;25009                         ;0,855;       ; ;30  ;0;0;    ;0;0;               ;               ; ;8;EA;1;806;21   ;1;0;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;01; ;0; ;0;0;0;0;8483308090        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ; ; ; ; ;      ;dy;                        ;   ;CX;dy;MR ;MRS;TPCA;TPCA;N;N;3;0;T ;TPCA;    ;    ;    ;TPCA;          ;  ;N;  ;WI;9128734400     ;D4;2;0;0;0;0;0;0;0;dy;30  ;0;0;0;0; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;D4;CENTRAL- TRANSITARIO          ;20200716;-860,83;41851,47;0;0;0;-860,83;0;0;0;0;0;0;0;0;0;0;CL RIOJA 6                    ;                              ;COSLADA (MADRID)              ;ES  ;916279225      ;Y;28820    ;165465,38;13737,32;23741,19;0;3128,73;11758,95;3222,6;0;662,05;15571,47;6203,36;12579,9;8268,15;13552,22;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0; ;      ; 
IM;9128734400     ;BUSHING                       ;0;0;0;2;8;0;0;0;dy;EA;EA;1;1;0;3206;0;0;0;0;20220630;380,21;205,223;199,25;0;0;0;as;0;69;0;R              ;0; ;Y; ;8;1;0;0;0;N;0;8;25009                         ;0,855;       ; ;30  ;0;0;    ;0;0;               ;               ; ;8;EA;1;806;21   ;1;0;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;01; ;0; ;0;0;0;0;8483308090        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ; ; ; ; ;      ;dy;                        ;   ;CX;dy;MR ;MRS;TPCA;TPCA;N;N;3;0;T ;TPCA;    ;    ;    ;TPCA;          ;  ;N;  ;WI;9128734400     ;01;0;0;0;0;0;0;0;0;dy;1   ;0;0;0;0; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;01;EPIROC SPAIN                  ;20220630;17317333,3;13237834,71;2153641,42;4513670,66;3499936,72;3218670,75;3931413,75;4437938,94;3528645,83;3484470,57;2373999,33;2184208,24;3040420,37;3841010,94;12371423;5296554,92;AV JOSE GARATE, 3             ;                              ;COSLADA (MADRID)              ;ES  ;919908509      ;Y;28823    ;8254950,71;4209111,99;1400708,14;3695716,08;2605802,27;2403953,95;3131654,27;3185201,08;2473683,02;2444939,12;1589198,52;1382062,42;2074986,89;2406361,31;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0;0;      ; 
IM;9128734400     ;BUSHING                       ;0;0;0;2;8;0;0;0;dy;EA;EA;1;1;0;3206;0;0;0;0;20220630;380,21;205,223;199,25;0;0;0;as;0;69;0;R              ;0; ;Y; ;8;1;0;0;0;N;0;8;25009                         ;0,855;       ; ;30  ;0;0;    ;0;0;               ;               ; ;8;EA;1;806;21   ;1;0;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;01; ;0; ;0;0;0;0;8483308090        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ; ; ; ; ;      ;dy;                        ;   ;CX;dy;MR ;MRS;TPCA;TPCA;N;N;3;0;T ;TPCA;    ;    ;    ;TPCA;          ;  ;N;  ;WI;9128734400     ;71;-2;0;0;2;0;0;0;0;dy;30  ;0;0;0;0; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;71;CONCENTRA OP.LOG.MATSA CONSIGN;20220630;923108,22;604492,4;190223,38;193782,22;392159,03;61896,25;85047,34;202600,69;57289,33;91036,39;217822,99;181762,95;199463,87;167030,86;881132,76;164433,38;CTRA SEVILLA MALAGA KM 4.9    ;TRASERA TDN-CTMS CENTRO TTES. ;SEVILLA                       ;ES  ;955956569      ;Y;41016    ;589515,66;113924,21;109852,85;129574,87;317169,36;18674,54;29220,78;154600,06;23172,01;48812,02;160523,35;126614,58;151566,83;90169,12;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0; ;      ; 
IM;9128734600     ;BEARING BUSHING               ;0;0;0;0;5;3;1565,88;0;dy;EA;EA;1;1;0;3206;0;0;0;0;20220525;782,69;422,47;410,16;0;0;0;as;0;38;0;NR             ;0; ;Y; ;5;1;0;0;1253,3;N;0;4;                              ;2,9;       ; ;30  ;0;0;    ;0;0;               ;               ; ;8;EA;1;902;21   ;1;0;1;1253,3; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;01; ;0; ;0;0;0;0;8483308090        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ; ; ; ; ;      ;dy;                        ;   ;CX;dy;MR ;MRS;TPCA;TPCA;N;N;3;0;T ;TPCA;    ;    ;    ;TPCA;          ;  ;N;  ;WI;9128734600     ;01;0;0;0;0;0;0;0;0;dy;1   ;0;1253,3;1565,88;3; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;01;EPIROC SPAIN                  ;20220630;17317333,3;13237834,71;2153641,42;4513670,66;3499936,72;3218670,75;3931413,75;4437938,94;3528645,83;3484470,57;2373999,33;2184208,24;3040420,37;3841010,94;12371423;5296554,92;AV JOSE GARATE, 3             ;                              ;COSLADA (MADRID)              ;ES  ;919908509      ;Y;28823    ;8254950,71;4209111,99;1400708,14;3695716,08;2605802,27;2403953,95;3131654,27;3185201,08;2473683,02;2444939,12;1589198,52;1382062,42;2074986,89;2406361,31;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0;0;      ; 
IM;9236202242     ;FRENO                         ;0;0;0;0;0;0;0;0;dy;EA;EA;1;1;0;3206;0;0;0;0;20200210;1828,22;814,721;686,12;0;0;0;as;0;10;0;R              ;0; ;Y; ;0;1;0;0;0;N;0;0;54915                         ;4,78;       ; ;30  ;0;0;    ;0;0;               ;               ; ;1;EA;1;844;21   ;1;0;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;01; ;0; ;0;0;0;0;84839089          ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ; ; ; ; ;      ;dy;                        ;   ;CX;dy;MR ;MRS;TPCA;TPCA;N;N;3;0;T ;TPCA;    ;    ;    ;TPCA;          ;  ;N;  ;WI;9236202242     ;01;0;0;0;0;0;0;0;0;dy;1   ;0;0;0;0; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;01;EPIROC SPAIN                  ;20220630;17317333,3;13237834,71;2153641,42;4513670,66;3499936,72;3218670,75;3931413,75;4437938,94;3528645,83;3484470,57;2373999,33;2184208,24;3040420,37;3841010,94;12371423;5296554,92;AV JOSE GARATE, 3             ;                              ;COSLADA (MADRID)              ;ES  ;919908509      ;Y;28823    ;8254950,71;4209111,99;1400708,14;3695716,08;2605802,27;2403953,95;3131654,27;3185201,08;2473683,02;2444939,12;1589198,52;1382062,42;2074986,89;2406361,31;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0;0;      ; 
IM;9236202742     ;SOPORTE                       ;0;0;0;0;0;0;0;0;d3;EA;EA;1;1;0;3206;0;0;0;0;20190711;1287,38;550,542;458,03;0;0;0;ar;0;10;0;R              ;0; ;Y; ;0;1;0;0;0;N;0;0;                              ;4,42;       ; ;30  ;0;0;    ;0;0;               ;               ; ;1;EA;1;127;21   ;1;0;1;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;01; ;0; ;0;0;0;0;7326909890        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ; ; ; ; ;      ;d3;                        ;   ;CX;d3;MR ;MRS;TPPA;TPPA;N;N;3;0;T ;TPPA;    ;    ;    ;TPPA;          ;  ;N;  ;WI;9236202742     ;01;0;0;0;0;0;0;0;0;d3;1   ;0;0;0;0; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;01;EPIROC SPAIN                  ;20220630;17317333,3;13237834,71;2153641,42;4513670,66;3499936,72;3218670,75;3931413,75;4437938,94;3528645,83;3484470,57;2373999,33;2184208,24;3040420,37;3841010,94;12371423;5296554,92;AV JOSE GARATE, 3             ;                              ;COSLADA (MADRID)              ;ES  ;919908509      ;Y;28823    ;8254950,71;4209111,99;1400708,14;3695716,08;2605802,27;2403953,95;3131654,27;3185201,08;2473683,02;2444939,12;1589198,52;1382062,42;2074986,89;2406361,31;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0;0;      ; 
IM;94800128       ;CR 89 Medias Lunas            ;0;1;2;3;6;6;481,99;70,72;XS;EA;EA;1;1;0;3206;0;0;0;0;20220622;207,17;73,523;68,39;0;0;0;XS;0;70;0;               ;2; ;Y; ;7;1;0;147,05;441,13;N;0;1;7970-8904-00                  ;0,36;       ; ;30  ;0;0;    ;0;0;               ;               ; ;8;EA;1;828;21   ;1;0;1;588,18; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;  ; ;0; ;0;0;0;0;7326909890        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ;P; ; ; ;      ;XS;                        ;   ;CX;XS;RDD;RDT;806D;806D;N;N;5,5;0;2 ;806D;    ;    ;    ;806D;          ;  ;N;  ;WI;94800128       ;N4;0;1;2;3;0;0;2;70,72;XS;1   ;147,05;367,61;326,61;5; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;N4;INSERSA (UTE RIO TINTO) RDT   ;20220622;53705,13;54610,64;15247,28;12665,42;5337,85;6919,06;13535,52;748,88;3760,28;10188,39;4770,49;8852,25;10361,11;10003,86;39399,44;11661,59;CTRA. MINAS RIOTINTO-CAMPOFRÍO;CTRA. A-461, P.KM. 47.300     ;MINAS(HUELVA)TALLINSERSADENTRO;ES  ;CARLOS649004350;Y;21660    ;44690,59;25318,94;14927,79;10753,81;8167,76;9677,59;11083,69;3615,57;6095,87;22796,08;4837,4;7199,86;11695,86;6986,37;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0; ;      ; 
IM;94800128       ;CR 89 Medias Lunas            ;0;1;2;3;6;6;481,99;70,72;XS;EA;EA;1;1;0;3206;0;0;0;0;20220622;207,17;73,523;68,39;0;0;0;XS;0;70;0;               ;2; ;Y; ;7;1;0;147,05;441,13;N;0;1;7970-8904-00                  ;0,36;       ; ;30  ;0;0;    ;0;0;               ;               ; ;8;EA;1;828;21   ;1;0;1;588,18; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;  ; ;0; ;0;0;0;0;7326909890        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ;P; ; ; ;      ;XS;                        ;   ;CX;XS;RDD;RDT;806D;806D;N;N;5,5;0;2 ;806D;    ;    ;    ;806D;          ;  ;N;  ;WI;94800128       ;P5;0;0;0;0;0;0;0;0;XS;30  ;0;0;0;0; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;P5;INSERSA (UTE RIO TINTO) 2ºEQUI;20220622;210706,53;211063,13;89597,43;105,6;43232,36;77383,54;387,6;38442,35;21611,7;68043,82;39422,74;27171,27;92128,2;99,45;171542,25;57383,99;CTRA. MINAS RIOTINTO-CAMPOFRÍO;CTRA. A-461, P.KM. 47+300     ;MINAS(HUELVA)TALLER INS DENTRO;ES  ;CARLOS649004350;Y;21660    ;168355,07;56716,17;86083,08;80;45341,13;79238,91;320,01;36808,68;20254,64;70462,09;36085,77;24921,79;86462,64;71,67;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0; ;      ; 
IM;94800128       ;CR 89 Medias Lunas            ;0;1;2;3;6;6;481,99;70,72;XS;EA;EA;1;1;0;3206;0;0;0;0;20220622;207,17;73,523;68,39;0;0;0;XS;0;70;0;               ;2; ;Y; ;7;1;0;147,05;441,13;N;0;1;7970-8904-00                  ;0,36;       ; ;30  ;0;0;    ;0;0;               ;               ; ;8;EA;1;828;21   ;1;0;1;588,18; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;  ; ;0; ;0;0;0;0;7326909890        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ;P; ; ; ;      ;XS;                        ;   ;CX;XS;RDD;RDT;806D;806D;N;N;5,5;0;2 ;806D;    ;    ;    ;806D;          ;  ;N;  ;WI;94800128       ;01;0;0;0;0;0;0;0;0;XS;1   ;0;73,52;155,38;1; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;01;EPIROC SPAIN                  ;20220630;17317333,3;13237834,71;2153641,42;4513670,66;3499936,72;3218670,75;3931413,75;4437938,94;3528645,83;3484470,57;2373999,33;2184208,24;3040420,37;3841010,94;12371423;5296554,92;AV JOSE GARATE, 3             ;                              ;COSLADA (MADRID)              ;ES  ;919908509      ;Y;28823    ;8254950,71;4209111,99;1400708,14;3695716,08;2605802,27;2403953,95;3131654,27;3185201,08;2473683,02;2444939,12;1589198,52;1382062,42;2074986,89;2406361,31;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0;0;      ; 
IM;94800272       ;CR 89 Guia de Boca            ;0;1;1;2;2;2;1295,88;288,48;XS;EA;EA;1;1;0;3206;0;0;0;0;20220622;1690,17;599,845;558;0;0;0;XS;0;60;0;               ;1; ;Y; ;2;1;0;599,85;1199,69;N;0;2;7970-8984-00                  ;2,8;       ; ;30  ;0;0;    ;0;0;               ;               ; ;8;EA;1;048;21   ;1;0;1;1799,54; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;  ; ;0; ;0;0;0;0;8431498000        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ;P; ; ; ;      ;XS;                        ;   ;CX;XS;RDD;RDT;806D;806D;N;N;5,5;0;2 ;806D;    ;    ;    ;806D;          ;  ;N;  ;WI;94800272       ;N4;0;1;1;2;0;0;1;288,48;XS;30  ;599,85;1199,69;1295,88;2; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;N4;INSERSA (UTE RIO TINTO) RDT   ;20220622;53705,13;54610,64;15247,28;12665,42;5337,85;6919,06;13535,52;748,88;3760,28;10188,39;4770,49;8852,25;10361,11;10003,86;39399,44;11661,59;CTRA. MINAS RIOTINTO-CAMPOFRÍO;CTRA. A-461, P.KM. 47.300     ;MINAS(HUELVA)TALLINSERSADENTRO;ES  ;CARLOS649004350;Y;21660    ;44690,59;25318,94;14927,79;10753,81;8167,76;9677,59;11083,69;3615,57;6095,87;22796,08;4837,4;7199,86;11695,86;6986,37;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0; ;      ; 
IM;94800272       ;CR 89 Guia de Boca            ;0;1;1;2;2;2;1295,88;288,48;XS;EA;EA;1;1;0;3206;0;0;0;0;20220622;1690,17;599,845;558;0;0;0;XS;0;60;0;               ;1; ;Y; ;2;1;0;599,85;1199,69;N;0;2;7970-8984-00                  ;2,8;       ; ;30  ;0;0;    ;0;0;               ;               ; ;8;EA;1;048;21   ;1;0;1;1799,54; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;0;0; ;  ; ;0; ;0;0;0;0;8431498000        ;0;0;0;0;0;0;0; ; ;0;0;0;0;0;0; ;  ;  ; ;P; ; ; ;      ;XS;                        ;   ;CX;XS;RDD;RDT;806D;806D;N;N;5,5;0;2 ;806D;    ;    ;    ;806D;          ;  ;N;  ;WI;94800272       ;P5;0;0;0;0;0;0;0;0;XS;30  ;0;0;0;0; ; ;1;0;0;0;0;0;0; ;Y;      ;0;0;0;0;0;0;0;0;0; ; ;0;0;0; ; ;WM;P5;INSERSA (UTE RIO TINTO) 2ºEQUI;20220622;210706,53;211063,13;89597,43;105,6;43232,36;77383,54;387,6;38442,35;21611,7;68043,82;39422,74;27171,27;92128,2;99,45;171542,25;57383,99;CTRA. MINAS RIOTINTO-CAMPOFRÍO;CTRA. A-461, P.KM. 47+300     ;MINAS(HUELVA)TALLER INS DENTRO;ES  ;CARLOS649004350;Y;21660    ;168355,07;56716,17;86083,08;80;45341,13;79238,91;320,01;36808,68;20254,64;70462,09;36085,77;24921,79;86462,64;71,67;Y;BPCSOUTQ  ;2; ;  ;Y; ;Y;  ;0;0;0;0;0; ;      ; 
